track_id,artist_name,track_name,album_name,album_release_date,duration_ms,explicit,track_number,disc_number,track_popularity,album_popularity,track_vs_album_popularity,artist_popularity,artist_followers,album_vs_artist_popularity,tempo,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,energy_danceability_score
3wYKklnn7mtd8zG3raVrpf,Howard Roberts,Raisin: Runnin' to Meet the Man,Raisin (Original Broadway Cast Recording),1973-01-01,189826,0,4,1,2,5,1.1304347826086958,29,6900,1.0,134.684,7,0,0.588,0.505,-11.183,0.0785,0.636,0.0,0.0385,0.778,0.29694
3wYKklnn7mtd8zG3raVrpf,Joe Morton,Raisin: Runnin' to Meet the Man,Raisin (Original Broadway Cast Recording),1973-01-01,189826,0,4,1,2,5,1.1304347826086958,24,219,1.0,134.684,7,0,0.588,0.505,-11.183,0.0785,0.636,0.0,0.0385,0.778,0.29694
3wYKklnn7mtd8zG3raVrpf,Judd Woldin,Raisin: Runnin' to Meet the Man,Raisin (Original Broadway Cast Recording),1973-01-01,189826,0,4,1,2,5,1.1304347826086958,3,92,1.0,134.684,7,0,0.588,0.505,-11.183,0.0785,0.636,0.0,0.0385,0.778,0.29694
3wYKklnn7mtd8zG3raVrpf,Raisin Ensemble,Raisin: Runnin' to Meet the Man,Raisin (Original Broadway Cast Recording),1973-01-01,189826,0,4,1,2,5,1.1304347826086958,0,1,1.0,134.684,7,0,0.588,0.505,-11.183,0.0785,0.636,0.0,0.0385,0.778,0.29694
3wYKmhfyTGzwlKnRQhm1hk,Cojo,Ars Moriendi,Erupt,2025-03-12,218272,0,4,1,40,39,1.1810012836970474,40,8228,1.2098540145985401,128.063,4,0,0.579,0.888,-4.616,0.0455,0.00205,0.00217,0.112,0.413,0.5141519999999999
3wYKmhfyTGzwlKnRQhm1hk,EMAA,Ars Moriendi,Erupt,2025-03-12,218272,0,4,1,40,39,1.1810012836970474,41,49375,2.410668924640136,128.063,4,0,0.579,0.888,-4.616,0.0455,0.00205,0.00217,0.112,0.413,0.5141519999999999
3wYKmhfyTGzwlKnRQhm1hk,Iustin,Ars Moriendi,Erupt,2025-03-12,218272,0,4,1,40,39,1.1810012836970474,32,2533,0.9512195121951219,128.063,4,0,0.579,0.888,-4.616,0.0455,0.00205,0.00217,0.112,0.413,0.5141519999999999
3wYKnArF90BFTkigoovqRJ,luffmoor,closer now,closer now,2023-10-16,123341,0,1,1,4,1,1.0,32,992,0.391304347826087,203.934,4,1,0.533,0.143,-16.958,0.0584,0.911,0.796,0.0923,0.103,0.076219
3wYKnArF90BFTkigoovqRJ,steezy prime,closer now,closer now,2023-10-16,123341,0,1,1,4,1,1.0,56,17804,0.27380952380952384,203.934,4,1,0.533,0.143,-16.958,0.0584,0.911,0.796,0.0923,0.103,0.076219
3wYKndzE87hAvN7HHOMafr,Kodak Black,Walk,SUMMER HIP HOP SAD GROOVES,2025-05-29,166039,1,12,1,1,6,0.3142857142857143,82,11754462,1.0,130.04,8,1,0.817,0.512,-6.943,0.0984,0.037,0.0,0.216,0.17,0.418304
3wYKnsYDxHBhS349c6L0ws,HIVERS,Astros Candy,Pacific Northwest,2023-01-03,154465,0,2,1,3,14,0.5660377358490566,11,816,2.5570776255707766,138.076,3,1,0.535,0.264,-18.185,0.0298,0.835,0.951,0.0763,0.347,0.14124
3wYKrVec4hCg7ye4fKMLvo,Fronti,Bitches,Bitches,2025-09-19,216521,1,1,1,23,13,1.0,39,3596,1.0,91.969,2,1,0.61,0.777,-3.669,0.363,0.341,0.0,0.584,0.745,0.47397
3wYKrVec4hCg7ye4fKMLvo,Juliito,Bitches,Bitches,2025-09-19,216521,1,1,1,23,13,1.0,48,161059,1.0,91.969,2,1,0.61,0.777,-3.669,0.363,0.341,0.0,0.584,0.745,0.47397
3wYKsBKG7kwGi2c20RReKc,The Cheeky Monkeys,Achy Breaky Heart,Country Music for Cowboy Kids,2015-02-20,187637,0,1,1,1,3,0.8333333333333334,24,3080,0.19839142091152817,122.003,2,1,0.89,0.777,-7.783,0.0327,0.391,1.19e-05,0.131,0.976,0.69153
3wYKupWtknRn8cHFTFt4gM,Dope Reset,Flower Street,Phoenix Purify,2025-10-14,96000,0,8,1,7,14,1.0405405405405406,9,1,1.0,175.732,7,1,0.216,0.162,-24.199,0.0305,0.408,0.198,0.629,0.402,0.034992
3wYKxg05K6Wbr9YJRgHiQA,Dream Evil,The 7th Day,Dragonslayer,2002-07-13,213906,0,8,1,24,43,0.7741935483870968,42,154736,1.7770820288040077,140.18,8,1,0.523,0.963,-4.847,0.0716,4.65e-05,0.000259,0.118,0.393,0.503649
3wYKzQFU9k9Gj5wdugonwW,Alan Tam,風中勁草,遲來的春天,1983-04-12,169706,0,6,1,12,32,0.912751677852349,54,458650,1.818583922527896,126.954,2,1,0.763,0.618,-11.081,0.0293,0.148,7.61e-05,0.232,0.799,0.471534
3wYKzQFU9k9Gj5wdugonwW,蔡國權,風中勁草,遲來的春天,1983-04-12,169706,0,6,1,12,32,0.912751677852349,39,30280,1.463860933211345,126.954,2,1,0.763,0.618,-11.081,0.0293,0.148,7.61e-05,0.232,0.799,0.471534
3wYKzUtCKXSd0doInpbijD,Zektor DTC,El Compa Isra,Con Ritmo y Sabor,2020-12-12,339043,0,6,1,1,7,0.3529411764705882,4,272,1.1395348837209303,153.285,10,1,0.686,0.678,-4.308,0.2,0.289,4.28e-06,0.153,0.963,0.4651080000000001
3wYL1c6y5UmANxpsz1ozyc,Kikoru,Bel Air Penthouse,The Postman,2018-07-06,132258,0,16,1,1,13,0.25,27,1858,0.8085011185682327,93.021,8,1,0.652,0.529,-15.312,0.0364,0.657,0.805,0.0835,0.714,0.34490800000000005
3wYL3LU4pvzxOQX9w8njTr,Oltrevita,Paranoie,Ego,2025-09-03,132923,0,1,1,5,7,1.2735849056603774,13,10,1.0,130.04,6,1,0.838,0.529,-7.448,0.188,0.22,2.62e-06,0.126,0.641,0.44330200000000003
3wYL3LU4pvzxOQX9w8njTr,Sij,Paranoie,Ego,2025-09-03,132923,0,1,1,5,7,1.2735849056603774,15,1,1.0,130.04,6,1,0.838,0.529,-7.448,0.188,0.22,2.62e-06,0.126,0.641,0.44330200000000003
3wYL3LU4pvzxOQX9w8njTr,yungenob,Paranoie,Ego,2025-09-03,132923,0,1,1,5,7,1.2735849056603774,34,2188,1.0,130.04,6,1,0.838,0.529,-7.448,0.188,0.22,2.62e-06,0.126,0.641,0.44330200000000003
3wYL7RNhsdHJSyVTDDFvQj,Savedher.,Kept The Ring,CONFLICT OF BEING,2024-01-28,88298,1,8,1,1,3,0.75,13,281,1.0,87.201,10,0,0.297,0.877,-5.893,0.185,0.893,0.0,0.113,0.742,0.260469
3wYL7RNhsdHJSyVTDDFvQj,YL,Kept The Ring,CONFLICT OF BEING,2024-01-28,88298,1,8,1,1,3,0.75,28,5802,0.4,87.201,10,0,0.297,0.877,-5.893,0.185,0.893,0.0,0.113,0.742,0.260469
3wYLAJQXoi0varaSmc0cs9,Gene Clark,Roadmaster,Roadmaster (Expanded Edition),1973-01-01,251413,0,7,1,11,21,0.9050632911392406,38,57375,1.4654289372599232,100.784,2,1,0.73,0.555,-10.932,0.0266,0.667,0.000825,0.0907,0.845,0.40515
3wYLP4TRTF48DWpDluZrn5,Hayama Koji,Drifting Floe,ロックマン ゼクス アドベント オリジナルサウンドトラック,2020-03-25,133760,0,20,1,2,8,0.8999999999999999,8,301,1.0,149.904,7,1,0.424,0.964,-5.258,0.0745,0.0298,0.956,0.291,0.436,0.408736
3wYLQvef6rg144p86UnseY,Ahmad Shamlu,Episode VIII,Sokut Sarshar az Na Goftehast (Silence is full of untold) - Ahmad Shamlu Narrates Margot Bickel,1985-01-01,859506,0,8,1,6,13,0.6233766233766234,24,11674,1.9348837209302325,87.489,11,0,0.262,0.38,-8.531,0.0275,0.903,0.637,0.118,0.0983,0.09956000000000001
3wYLS3yRXiwHxWYfwjzUce,Daniela Darcourt,Duele no tenerte (feat. Daniela Darcourt),Duele no tenerte (feat. Daniela Darcourt),2022-03-04,220664,0,1,1,32,20,1.0,50,1031971,0.7547169811320755,172.873,6,1,0.35,0.834,-4.345,0.0503,0.0139,0.0,0.156,0.211,0.2919
3wYLS3yRXiwHxWYfwjzUce,Don Tetto,Duele no tenerte (feat. Daniela Darcourt),Duele no tenerte (feat. Daniela Darcourt),2022-03-04,220664,0,1,1,32,20,1.0,47,167822,0.7507914970601538,172.873,6,1,0.35,0.834,-4.345,0.0503,0.0139,0.0,0.156,0.211,0.2919
3wYLSTCHJX44Qh2j4zGtu5,Nursery Naptime Club,Yankee Doodle Dandy,"Bedtime Lullabies and Nursery Rhymes for Children, Babies, Infant Sleep Aid, Lullaby, Relaxation and Peaceful Sleep",2021-02-16,103961,0,28,1,2,36,0.1134453781512605,31,201,1.0,80.151,7,1,0.404,0.0378,-20.273,0.0527,0.99,0.926,0.141,0.388,0.0152712
3wYLWzs3mcHcAyyrQX2HdQ,L'Hexaler,Coups rageusement (Remix),Coups rageusement,2020-09-09,197328,1,20,1,3,3,1.6153846153846154,37,16295,0.24657534246575344,83.0,10,0,0.477,0.804,-6.722,0.478,0.465,0.0,0.142,0.723,0.383508
3wYLXP34JREENqDDGOeter,Sam Dalton,Staring At The Sun,For The Sunflowers,2024-06-01,128330,0,1,1,1,1,1.0,0,67,1.0,152.735,2,1,0.461,0.109,-16.552,0.0378,0.909,0.000306,0.106,0.559,0.050249
3wYLYle1or7NLJR1DlM5iq,Scrat,GAD,Leka Nosht Deca EP 2015,2022-07-05,258618,1,6,1,2,5,0.5454545454545455,0,5,1.0,90.0,2,1,0.915,0.467,-9.901,0.314,0.0624,0.0,0.0772,0.641,0.42730500000000005
3wYLYle1or7NLJR1DlM5iq,The Top Stoppers,GAD,Leka Nosht Deca EP 2015,2022-07-05,258618,1,6,1,2,5,0.5454545454545455,16,1064,1.0,90.0,2,1,0.915,0.467,-9.901,0.314,0.0624,0.0,0.0772,0.641,0.42730500000000005
3wYLYn5NJAYUSERQaL9HmF,Miles Davis,Stella by Starlight - Live,Seven Steps: The Complete Columbia Recordings Of Miles Davis 1963-1964,2004-01-01,773560,0,4,7,1,19,0.3903803131991051,64,2664405,0.9859326778152588,76.654,5,0,0.337,0.167,-15.588,0.042,0.919,0.00334,0.95,0.0963,0.05627900000000001
3wYLZHxdaEwBTmnuXPTwtU,Bout Last Night,Hurt,Chemistry,2024-07-05,201665,0,5,1,6,14,0.7792207792207793,9,850,1.0,99.684,1,0,0.548,0.553,-8.342,0.186,0.226,0.0,0.523,0.531,0.30304400000000004
3wYLd0y3WJs8nxSXllbEdp,The Dollyrots,Santa Baby (2020),A Very Dollyrots Christmas,2020-12-02,126387,0,8,1,1,8,0.35,33,33611,0.557519173057686,154.917,1,1,0.514,0.779,-8.333,0.0329,0.000242,0.536,0.123,0.856,0.40040600000000004
3wYLg9omNFLYpJI8ppveHx,Richvonn2xs,New Levels,New Levels,2025-02-07,133234,1,1,1,6,1,1.0,0,7,1.0,130.0,7,1,0.743,0.673,-8.058,0.18,0.122,0.0,0.335,0.434,0.500039
3wYLnH63URUUBSAopGbCLi,Desanto,Dementa,"Manele La Maxim, Vol. 3",2013-04-17,226800,0,3,1,15,10,3.0645161290322585,11,32,0.7777777777777778,96.002,7,1,0.829,0.902,-5.217,0.0929,0.037,0.0,0.205,0.804,0.747758
3wYLnH63URUUBSAopGbCLi,Nicolae Guta,Dementa,"Manele La Maxim, Vol. 3",2013-04-17,226800,0,3,1,15,10,3.0645161290322585,54,300641,0.5193482688391039,96.002,7,1,0.829,0.902,-5.217,0.0929,0.037,0.0,0.205,0.804,0.747758
3wYLtDbU5DBzPV24ISDBoj,Philippe Sarde,Procession,Tess (Bande originale du film),1979-10-31,217009,0,9,1,2,6,0.7222222222222222,42,15615,0.4426523297491039,103.131,4,0,0.414,0.241,-13.523,0.0327,0.557,0.603,0.122,0.684,0.09977399999999999
3wYLtLxtXtEBdjCFOTYQJe,mini machine,fish song,Locket Pocket,2025-06-13,171421,0,1,1,3,3,1.5,0,68,1.0,123.92,0,1,0.475,0.926,-6.926,0.0414,9.69e-05,0.268,0.292,0.411,0.43985
3wYLu3U4BVOCLvJjWSW8yu,Jae,Kapitel 149 - Auf schmalem Grat,Auf schmalem Grat,2024-10-14,187400,0,149,1,4,27,1.103448275862069,36,532,1.0057803468208093,141.22,5,1,0.688,0.375,-12.013,0.929,0.739,0.0,0.459,0.499,0.258
3wYLyS816ITBeJiq6Gy0gl,Lisdexia,Paquí Pallá S.L.,Paquí Pallá S.L.,2019-07-16,228549,0,1,1,6,1,1.0,14,680,0.17307692307692307,159.994,0,1,0.695,0.8,-4.737,0.0556,0.00711,2.07e-06,0.128,0.826,0.5559999999999999
3wYM1gKByhV9ukmPGNBrNF,Daisy Flower Quartet,The Rise and Fall,Instrumental Soft Background Music,2021-08-12,173804,0,7,1,1,6,0.6499999999999999,0,0,0.696969696969697,99.929,7,0,0.746,0.0839,-24.251,0.0501,0.946,0.766,0.095,0.323,0.0625894
3wYM67IMjKXeegYShVlGg1,Judith Babirye,Tokendetererwa,Katonda Talimba,2017-11-11,416679,0,10,1,5,24,0.5818181818181818,32,58673,1.327790214262872,180.019,5,1,0.587,0.336,-9.563,0.0282,0.11,0.0021,0.0882,0.515,0.197232
3wYM9Wjkl8XHwwQNpmNk3e,Melis Danişmend,Ucuz,Daha Az Renk,2010-10-01,276038,0,8,1,4,16,0.5128205128205129,29,63245,1.3257142857142858,129.786,8,0,0.579,0.296,-14.955,0.0361,0.608,0.0,0.088,0.275,0.17138399999999998
3wYMB5sdWWU8a7nnVdI550,Joy,Kisses Are The Doctor's Order,Gold - The Hit Collection (Special Edition),2021-06-14,213280,0,8,1,5,39,0.3237410071942446,44,17585,1.2712626451854627,166.766,0,1,0.58,0.745,-8.358,0.0751,0.028,0.0,0.0466,0.88,0.4321
3wYMFQIuqJ7KKry85m9YVg,Camilo Ortega,Noche de blues en la habana,A Contraluz,2025-05-23,221195,0,4,1,23,28,1.0089988751406074,0,0,1.0,122.943,9,0,0.877,0.387,-9.781,0.0615,0.496,6.57e-05,0.103,0.71,0.339399
3wYMFQIuqJ7KKry85m9YVg,Eddie Palmieri,Noche de blues en la habana,A Contraluz,2025-05-23,221195,0,4,1,23,28,1.0089988751406074,44,220652,1.0,122.943,9,0,0.877,0.387,-9.781,0.0615,0.496,6.57e-05,0.103,0.71,0.339399
3wYMG7GxYLtFtpTf4DEjin,Funda Arar,Veda,Doldur Yüreğimi,2020-02-28,215230,0,4,1,18,44,0.47058823529411764,62,1115700,1.3211875843454792,130.04,11,0,0.542,0.652,-6.24,0.037,0.254,0.0,0.144,0.363,0.35338400000000003
3wYMHB6pS2miB3Bn9mD36w,Baby Keem,pink panties,The Melodic Blue,2021-09-22,163508,1,2,1,42,62,0.8950819672131148,77,2876680,1.07799304520616,93.631,8,1,0.653,0.547,-6.324,0.171,0.00898,0.0,0.116,0.248,0.35719100000000004
3wYMJ8CnqjlWsxhWU20F1q,Mirco M,Wir sind frei,Ein Teil von mir,2020-03-06,236065,0,4,1,1,1,1.0,7,810,1.0,122.033,4,0,0.649,0.789,-9.647,0.0376,0.0114,0.00162,0.0698,0.574,0.512061
3wYML0mpK47wX77Fw0orBw,Rated X,Get Back My Crown,Rated X,2014-11-07,255626,0,1,1,2,2,1.5,3,1336,1.0,159.753,5,0,0.433,0.982,-4.322,0.117,0.0405,0.0,0.193,0.329,0.425206
3wYMNMRL6uf1ApNOF0LwRK,Hayden Thorpe,No Such Thing,Moondust For My Diamond – Every Piece Of Dust Edition,2022-08-19,225772,0,3,1,1,5,0.48275862068965514,32,14659,1.0,132.985,3,0,0.719,0.396,-11.513,0.0324,0.206,0.491,0.23,0.264,0.284724
3wYMNeD3pa5XDxephlnfDz,Proxyma,Other Worlds,The Power of Dream House,2005-02-02,333813,0,17,1,13,9,2.9295774647887325,7,150,1.0,159.977,0,1,0.594,0.822,-8.832,0.0431,0.0104,0.809,0.376,0.424,0.4882679999999999
3wYMYhJgkHQiYIsLj7NRcl,Rayven Justice,Moved On,The Cassette Playlist,2015-07-17,262613,1,4,1,6,9,0.9090909090909092,40,59520,0.8192934782608696,112.034,8,1,0.851,0.53,-6.636,0.101,0.298,0.0,0.116,0.21,0.45103
3wYMYhJgkHQiYIsLj7NRcl,Waka Flocka Flame,Moved On,The Cassette Playlist,2015-07-17,262613,1,4,1,6,9,0.9090909090909092,68,2791608,0.4821428571428571,112.034,8,1,0.851,0.53,-6.636,0.101,0.298,0.0,0.116,0.21,0.45103
3wYMac3c075AFUFlxVJZPz,Sulli!,uncut gems,uncut gems,2025-02-28,116390,1,1,1,2,1,1.0,11,53,0.2631578947368421,132.93,6,0,0.666,0.587,-11.162,0.0727,0.105,0.0,0.22,0.244,0.390942
3wYMbbk6jqvJmnv5b1azdV,TommyMuzzic,(It Goes Like) Nanana - sped up to perfection,(It Goes Like) Nanana,2024-10-10,190368,0,3,1,14,11,1.1666666666666667,64,121095,0.6798573975044563,141.955,6,0,0.582,0.917,-4.784,0.0383,0.000293,0.825,0.194,0.963,0.533694
3wYMdWbOgp0GZ9UJngVWlh,Kazuo Zaitsu,Blue Train,宇宙塵,1978-01-01,219533,0,6,1,8,10,1.5384615384615383,37,35215,1.0,120.311,2,1,0.75,0.446,-10.026,0.0376,0.157,0.112,0.0687,0.75,0.3345
3wYMeAeK14bo4HsYcWK3sN,Die Stoakogler,Die Hits von unsere Kids,Das Beste,2018-07-20,151413,0,9,1,5,17,0.7456140350877193,37,12154,1.0,121.925,1,1,0.841,0.828,-5.761,0.0497,0.41,0.0,0.0744,0.968,0.696348
3wYMg9nlh2BfEIEwZhoLXB,Loquillo Y Los Trogloditas,Carne para Linda,Historias de la movida,2019-03-01,196346,0,3,1,4,2,1.7142857142857142,48,269105,1.0,132.577,0,1,0.604,0.931,-4.99,0.0321,0.00638,7.29e-06,0.0644,0.872,0.562324
3wYMpHJDvxprZMbL3riqty,Banda Show Revelacion,Una Carta Un Adios,El Show Debe Continua...Sigue Durango,2004-08-03,123826,0,11,1,6,11,1.161290322580645,8,7,1.0,151.722,0,1,0.536,0.623,-4.045,0.0503,0.697,3.11e-06,0.0815,0.945,0.333928
3wYMs5TkpxniXhvs7SYjss,Ulrich Offenberg,Kapitel 5.4 & Kapitel 6.1 - Die Kreuzzüge,Die Kreuzzüge,2003-01-01,201819,0,11,1,9,22,1.2797202797202798,36,1556,1.114664068382125,108.627,10,0,0.706,0.387,-19.508,0.921,0.287,0.0,0.0948,0.497,0.27322199999999996
3wYMtq5Ls4z2dRP7ZzVKp2,Jelena Radan,Zagreb Izlazi Na Ocean,Voyage (Putovanje Do Sebe I Natrag...),2013-09-06,242527,0,3,1,2,2,1.7142857142857142,8,549,0.6315789473684211,103.542,7,1,0.511,0.525,-6.375,0.0513,0.414,0.0,0.107,0.44,0.26827500000000004
3wYMulUQLcd0yK4rPuUDfZ,ChillHop Beats,The Suffragettes (Ambient Version),Jazz City Hip Hop,2023-06-24,181058,0,47,1,11,16,2.5,30,10227,1.4750251424740195,84.932,4,0,0.462,0.131,-16.41,0.0358,0.905,0.858,0.121,0.163,0.060522000000000006
3wYMulUQLcd0yK4rPuUDfZ,Coffe Lofi,The Suffragettes (Ambient Version),Jazz City Hip Hop,2023-06-24,181058,0,47,1,11,16,2.5,25,5653,1.2195121951219512,84.932,4,0,0.462,0.131,-16.41,0.0358,0.905,0.858,0.121,0.163,0.060522000000000006
3wYMulUQLcd0yK4rPuUDfZ,Lofi Hip-Hop Beats,The Suffragettes (Ambient Version),Jazz City Hip Hop,2023-06-24,181058,0,47,1,11,16,2.5,19,320,1.0,84.932,4,0,0.462,0.131,-16.41,0.0358,0.905,0.858,0.121,0.163,0.060522000000000006
3wYMyjkojsa3Rq4tElMFN6,sy-ki,soaking in time,a game of psyche,2024-02-23,436259,0,5,1,2,5,0.6956521739130435,3,101,1.0,159.981,7,1,0.554,0.623,-12.239,0.0385,0.24,0.905,0.103,0.546,0.345142
3wYN0wmOF4G7Yyg49LVfGY,Jodoc Seidel,"Schachmatt, Szene 6","Die haarsträubenden Fälle des Philip Maloney, No.114 (Das rote Haus, Mitten in der Nacht, Schachmatt)",2019-01-01,216826,0,20,1,15,25,0.9581749049429658,60,1464,0.9158605658625839,83.512,8,1,0.686,0.247,-18.66,0.91,0.564,0.0,0.173,0.67,0.169442
3wYN0wmOF4G7Yyg49LVfGY,Michael Schacht,"Schachmatt, Szene 6","Die haarsträubenden Fälle des Philip Maloney, No.114 (Das rote Haus, Mitten in der Nacht, Schachmatt)",2019-01-01,216826,0,20,1,15,25,0.9581749049429658,60,5024,0.9158605658625839,83.512,8,1,0.686,0.247,-18.66,0.91,0.564,0.0,0.173,0.67,0.169442
3wYN0wmOF4G7Yyg49LVfGY,Philip Maloney,"Schachmatt, Szene 6","Die haarsträubenden Fälle des Philip Maloney, No.114 (Das rote Haus, Mitten in der Nacht, Schachmatt)",2019-01-01,216826,0,20,1,15,25,0.9581749049429658,60,7270,0.9044099204768439,83.512,8,1,0.686,0.247,-18.66,0.91,0.564,0.0,0.173,0.67,0.169442
3wYN0wmOF4G7Yyg49LVfGY,Roger Graf,"Schachmatt, Szene 6","Die haarsträubenden Fälle des Philip Maloney, No.114 (Das rote Haus, Mitten in der Nacht, Schachmatt)",2019-01-01,216826,0,20,1,15,25,0.9581749049429658,60,1967,0.9046192995794994,83.512,8,1,0.686,0.247,-18.66,0.91,0.564,0.0,0.173,0.67,0.169442
3wYN5jD7JPYVo7g2bLhy0G,Jorge Moreno,ALACRÁN 165 (Chamuko-OP.SC-18),ALACRÁN 165 (Chamuko-OP.SC-18),2025-01-02,262013,0,1,1,38,24,1.0,34,1444,1.6708860759493671,90.023,5,1,0.837,0.674,-6.888,0.23,0.284,0.0,0.334,0.81,0.564138
3wYNCpZdzy9itEbCyXuVzn,D Glitter Dj,Mara 2024 Part 4,Mara 2024,2023-12-03,239931,0,4,1,9,11,0.9375,21,86,0.6908212560386473,157.765,11,0,0.565,0.692,-9.78,0.151,0.0232,0.0646,0.202,0.346,0.39097999999999994
3wYNCpZdzy9itEbCyXuVzn,Dj Glitter,Mara 2024 Part 4,Mara 2024,2023-12-03,239931,0,4,1,9,11,0.9375,31,29635,0.6908212560386473,157.765,11,0,0.565,0.692,-9.78,0.151,0.0232,0.0646,0.202,0.346,0.39097999999999994
3wYNIKrjwS0vdouWv7gGJj,SCHRAMM,Vertraut,Vertraut,2023-12-01,178095,0,1,1,29,16,1.0,28,3312,1.0082191780821919,171.099,4,0,0.388,0.772,-9.227,0.0469,0.136,0.00378,0.139,0.529,0.299536
3wYNIaCJ12S0fCw0FBQlHf,Friedensharmonie,Помолись за меня,Помолись за меня,2023-06-05,293760,0,1,1,6,1,1.0,29,6014,0.1496688741721854,124.928,11,0,0.441,0.325,-9.957,0.0313,0.907,0.000242,0.167,0.259,0.143325
3wYNJIoph48FpTYyJbnMYx,Celtic Worship,A Child is Born,Come Behold: Christmas Collaborations,2022-11-25,275226,0,10,1,18,25,1.219879518072289,38,39341,1.0,107.959,5,1,0.531,0.285,-10.638,0.0297,0.518,3.2e-05,0.116,0.143,0.151335
3wYNL0GgmrISGsXKzMr5Ca,Pianella Piano,ExtraL - Piano Cover,"KPOP Piano Covers, Vol. 38",2025-03-18,166846,0,1,1,7,7,1.0769230769230769,39,39699,0.6452455590386624,140.02,10,0,0.567,0.395,-14.476,0.0529,0.875,0.84,0.107,0.367,0.223965
3wYNLakZ52x7GwLMOj4Lno,John Junior,ALÉ,ALÉ,2024-08-30,174631,0,1,1,16,8,1.0,10,56,0.7619047619047619,95.005,1,0,0.678,0.832,-4.514,0.0598,0.192,0.000171,0.113,0.572,0.564096
3wYNQi7zm2EAEz7Jfh82hu,Skyrie,Hunger Road,Hunger Road,2024-08-07,289866,0,7,1,19,25,1.012295081967213,20,155,1.675603217158177,94.978,2,1,0.47,0.193,-17.905,0.0315,0.809,0.000156,0.105,0.122,0.09071
3wYNRPlruCbETzGxRAQqHK,T-Pistonz,立ち上がリーヨ - Ｉｎｓｔｒｕｍｅｎｔａｌ,立ち上がりーヨ,2008-11-26,261746,0,3,1,7,32,0.4745762711864407,31,4002,1.0,139.995,9,1,0.619,0.972,-4.355,0.0507,0.00477,0.0648,0.34,0.598,0.601668
3wYNRz0KKyIDCM5lh3wn5B,Unis Abdullaev,Kite in the Mountains,Serenity Melodies Piano,2021-10-03,268564,0,5,1,1,2,0.625,13,510,1.0,156.952,1,0,0.335,0.0918,-22.799,0.0373,0.971,0.919,0.108,0.554,0.030753000000000003
3wYNSyD6vdiv3m3vRXjmke,Azlmat,A Babano,A Babano,2025-05-28,576319,0,1,1,1,1,1.0,1,0,1.0,130.88,2,1,0.483,0.415,-8.017,0.0395,0.797,0.000954,0.167,0.716,0.20044499999999998
3wYNSyD6vdiv3m3vRXjmke,Maghni mohamed,A Babano,A Babano,2025-05-28,576319,0,1,1,1,1,1.0,11,1949,0.6923076923076923,130.88,2,1,0.483,0.415,-8.017,0.0395,0.797,0.000954,0.167,0.716,0.20044499999999998
3wYNTt8Za1zLTm7VeHliwh,放課後のあの子,君のままでいて欲しいヨ,放課後のあの子,2025-05-31,191596,0,8,1,2,6,0.9230769230769231,1,82,1.0,109.718,7,1,0.338,0.656,-5.919,0.0466,7.66e-05,6.86e-06,0.317,0.243,0.22172800000000004
3wYNXsVPCdGfJC08cwKwWD,Umut Fırat Yükselir,Sinektik,"Camdaki Kız, Vol. 2 (Orijinal Dizi Müziği)",2022-02-18,155793,0,14,1,1,11,0.2857142857142857,24,2273,0.7943204868154158,99.984,0,0,0.307,0.255,-19.344,0.0361,0.384,0.871,0.199,0.0394,0.078285
3wYNZ9YZDMfKaj9MAgQjBf,KSHMR,Mandala (feat. Mitika) - Official Sunburn 2016 Anthem Extended,Mandala (feat. Mitika) [Official Sunburn 2016 Anthem Extended],2017-01-06,241874,0,1,1,2,1,1.0,64,1776464,1.0,127.995,4,0,0.595,0.965,-3.148,0.251,0.000753,0.458,0.589,0.348,0.574175
3wYNZ9YZDMfKaj9MAgQjBf,Marnik,Mandala (feat. Mitika) - Official Sunburn 2016 Anthem Extended,Mandala (feat. Mitika) [Official Sunburn 2016 Anthem Extended],2017-01-06,241874,0,1,1,2,1,1.0,66,146375,1.0,127.995,4,0,0.595,0.965,-3.148,0.251,0.000753,0.458,0.589,0.348,0.574175
3wYNZ9YZDMfKaj9MAgQjBf,Mitika,Mandala (feat. Mitika) - Official Sunburn 2016 Anthem Extended,Mandala (feat. Mitika) [Official Sunburn 2016 Anthem Extended],2017-01-06,241874,0,1,1,2,1,1.0,22,308,1.0,127.995,4,0,0.595,0.965,-3.148,0.251,0.000753,0.458,0.589,0.348,0.574175
3wYNZCPfhddMbyA6C5DkPM,Various Artists,Die Affen Rasen Durch Den Wald,Wir Kids Vom Reiterhof,2001-01-01,227173,0,7,1,2,1,1.5,0,2675521,0.07230255839822024,159.915,0,1,0.708,0.431,-9.672,0.0549,0.57,0.0,0.127,0.594,0.305148
3wYNZwSnFbN3PVeSObsLz6,Gxblin,GÜNAYDIN,ZAMANSIZ,2024-12-13,192009,1,8,1,10,17,1.0169491525423728,29,5776,1.7097701149425286,99.994,6,1,0.761,0.781,-8.615,0.0926,0.0837,0.0,0.0901,0.758,0.594341
3wYNbr11UsGw3Of2Jq7T0p,Cosmic Frownies,Merry Go Round,With A Bow,2020-02-29,117569,0,1,1,1,1,0.5,1,354,1.0,89.956,0,1,0.444,0.377,-9.21,0.0243,0.748,0.0921,0.105,0.359,0.167388
